"uSeed","l2.dist","Model","N","phi","T","sim.Seed","Rep","sim.Path","sim.File"
9763330,"Gaussian","NAR",100,0.4,100,0,976,"simulation-files/sim-files","sim_uSeed-9763330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-976.rds"
9763337,"Chi2","NAR",100,0.4,100,0,976,"simulation-files/sim-files","sim_uSeed-9763337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-976.rds"
9771956,"Gaussian","BinAR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9771956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9771963,"Chi2","BinAR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9771963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9771967,"Gaussian","Chi2AR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9771967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9771974,"Chi2","Chi2AR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9771974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9771978,"Gaussian","DAR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9771978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9771985,"Chi2","DAR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9771985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9771989,"Gaussian","PoDAR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9771989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9771996,"Chi2","PoDAR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9771996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9772000,"Gaussian","NAR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9772000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9772007,"Chi2","NAR",100,0.4,30,0,977,"simulation-files/sim-files","sim_uSeed-9772007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-977.rds"
9773286,"Gaussian","BinAR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773293,"Chi2","BinAR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773297,"Gaussian","Chi2AR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773304,"Chi2","Chi2AR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773308,"Gaussian","DAR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773315,"Chi2","DAR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773319,"Gaussian","PoDAR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773326,"Chi2","PoDAR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773330,"Gaussian","NAR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9773337,"Chi2","NAR",100,0.4,100,0,977,"simulation-files/sim-files","sim_uSeed-9773337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-977.rds"
9781956,"Gaussian","BinAR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9781956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9781963,"Chi2","BinAR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9781963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9781967,"Gaussian","Chi2AR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9781967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9781974,"Chi2","Chi2AR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9781974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9781978,"Gaussian","DAR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9781978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9781985,"Chi2","DAR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9781985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9781989,"Gaussian","PoDAR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9781989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9781996,"Chi2","PoDAR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9781996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9782000,"Gaussian","NAR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9782000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9782007,"Chi2","NAR",100,0.4,30,0,978,"simulation-files/sim-files","sim_uSeed-9782007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-978.rds"
9783286,"Gaussian","BinAR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783293,"Chi2","BinAR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783297,"Gaussian","Chi2AR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783304,"Chi2","Chi2AR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783308,"Gaussian","DAR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783315,"Chi2","DAR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783319,"Gaussian","PoDAR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783326,"Chi2","PoDAR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783330,"Gaussian","NAR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9783337,"Chi2","NAR",100,0.4,100,0,978,"simulation-files/sim-files","sim_uSeed-9783337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-978.rds"
9791956,"Gaussian","BinAR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9791956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9791963,"Chi2","BinAR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9791963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9791967,"Gaussian","Chi2AR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9791967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9791974,"Chi2","Chi2AR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9791974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9791978,"Gaussian","DAR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9791978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9791985,"Chi2","DAR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9791985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9791989,"Gaussian","PoDAR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9791989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9791996,"Chi2","PoDAR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9791996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9792000,"Gaussian","NAR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9792000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9792007,"Chi2","NAR",100,0.4,30,0,979,"simulation-files/sim-files","sim_uSeed-9792007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-979.rds"
9793286,"Gaussian","BinAR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793293,"Chi2","BinAR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793297,"Gaussian","Chi2AR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793304,"Chi2","Chi2AR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793308,"Gaussian","DAR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793315,"Chi2","DAR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793319,"Gaussian","PoDAR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793326,"Chi2","PoDAR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793330,"Gaussian","NAR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9793337,"Chi2","NAR",100,0.4,100,0,979,"simulation-files/sim-files","sim_uSeed-9793337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-979.rds"
9801956,"Gaussian","BinAR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9801956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9801963,"Chi2","BinAR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9801963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9801967,"Gaussian","Chi2AR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9801967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9801974,"Chi2","Chi2AR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9801974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9801978,"Gaussian","DAR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9801978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9801985,"Chi2","DAR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9801985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9801989,"Gaussian","PoDAR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9801989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9801996,"Chi2","PoDAR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9801996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9802000,"Gaussian","NAR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9802000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9802007,"Chi2","NAR",100,0.4,30,0,980,"simulation-files/sim-files","sim_uSeed-9802007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-980.rds"
9803286,"Gaussian","BinAR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803293,"Chi2","BinAR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803297,"Gaussian","Chi2AR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803304,"Chi2","Chi2AR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803308,"Gaussian","DAR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803315,"Chi2","DAR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803319,"Gaussian","PoDAR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803326,"Chi2","PoDAR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803330,"Gaussian","NAR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9803337,"Chi2","NAR",100,0.4,100,0,980,"simulation-files/sim-files","sim_uSeed-9803337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-980.rds"
9811956,"Gaussian","BinAR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9811956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9811963,"Chi2","BinAR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9811963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9811967,"Gaussian","Chi2AR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9811967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9811974,"Chi2","Chi2AR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9811974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9811978,"Gaussian","DAR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9811978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9811985,"Chi2","DAR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9811985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9811989,"Gaussian","PoDAR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9811989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9811996,"Chi2","PoDAR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9811996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9812000,"Gaussian","NAR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9812000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9812007,"Chi2","NAR",100,0.4,30,0,981,"simulation-files/sim-files","sim_uSeed-9812007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-981.rds"
9813286,"Gaussian","BinAR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813293,"Chi2","BinAR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813297,"Gaussian","Chi2AR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813304,"Chi2","Chi2AR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813308,"Gaussian","DAR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813315,"Chi2","DAR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813319,"Gaussian","PoDAR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813326,"Chi2","PoDAR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813330,"Gaussian","NAR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9813337,"Chi2","NAR",100,0.4,100,0,981,"simulation-files/sim-files","sim_uSeed-9813337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-981.rds"
9821956,"Gaussian","BinAR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9821956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9821963,"Chi2","BinAR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9821963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9821967,"Gaussian","Chi2AR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9821967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9821974,"Chi2","Chi2AR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9821974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9821978,"Gaussian","DAR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9821978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9821985,"Chi2","DAR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9821985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9821989,"Gaussian","PoDAR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9821989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9821996,"Chi2","PoDAR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9821996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9822000,"Gaussian","NAR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9822000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9822007,"Chi2","NAR",100,0.4,30,0,982,"simulation-files/sim-files","sim_uSeed-9822007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-982.rds"
9823286,"Gaussian","BinAR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823286_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823293,"Chi2","BinAR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823293_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823297,"Gaussian","Chi2AR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823297_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823304,"Chi2","Chi2AR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823304_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823308,"Gaussian","DAR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823308_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823315,"Chi2","DAR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823315_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823319,"Gaussian","PoDAR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823319_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823326,"Chi2","PoDAR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823326_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823330,"Gaussian","NAR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823330_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9823337,"Chi2","NAR",100,0.4,100,0,982,"simulation-files/sim-files","sim_uSeed-9823337_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-100_sim.Seed-0_Rep-982.rds"
9831956,"Gaussian","BinAR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9831956_l2.dist-Gaussian_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9831963,"Chi2","BinAR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9831963_l2.dist-Chi2_Model-BinAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9831967,"Gaussian","Chi2AR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9831967_l2.dist-Gaussian_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9831974,"Chi2","Chi2AR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9831974_l2.dist-Chi2_Model-Chi2AR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9831978,"Gaussian","DAR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9831978_l2.dist-Gaussian_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9831985,"Chi2","DAR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9831985_l2.dist-Chi2_Model-DAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9831989,"Gaussian","PoDAR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9831989_l2.dist-Gaussian_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9831996,"Chi2","PoDAR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9831996_l2.dist-Chi2_Model-PoDAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9832000,"Gaussian","NAR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9832000_l2.dist-Gaussian_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
9832007,"Chi2","NAR",100,0.4,30,0,983,"simulation-files/sim-files","sim_uSeed-9832007_l2.dist-Chi2_Model-NAR_N-100_phi-0.4_T-30_sim.Seed-0_Rep-983.rds"
